title,url,location,price,property_type,posted_by,description,Extracted_Locality,Exact_Price,BHK_List,Cleaned_Area,Price_Per_Sqft,Zone,Score_Area,Score_Price,Score_BHK_Liv,Score_BHK_Inv,Score_Zone_Liv,Score_Zone_Inv,Score_Keywords,Locality_Freq,Score_Locality,Livability_Score,Investment_Score,Recommendation_Score
"3 BHK Apartment for Sale in Avalon Park At The Prestige City, Sarjapura Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1898-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-in-Bangalore&id=4d423832303931373933,"Sarjapura, Bangalore, Sarjapur, Bangalore - South, Karnataka",₹2.25 Cr,"3, 4 BHK Flats",,"This property is located in prime location of sarjapura main road, it has world class amenities upcoming forum mall.",Sarjapur,22500000,"[3, 4]",1898,11854.58,East,3.33254073933169,5.192030009554,10,9,7.5,9.5,1.5,272,10,58.4,76.2,67.3
"2 BHK Apartment for Sale in Salarpuria Sattva Greenage, Bommanahalli Bangalore South",https://www.magicbricks.com/propertyDetails/2-BHK-1345-Sq-ft-Multistorey-Apartment-FOR-Sale-Bommanahalli-in-Bangalore&id=4d423831343032333439,"Hosur Road, Bangalore, Bommanahalli, Bangalore - South, Karnataka",₹2.05 Cr,2 BHK Flats,,Spacious well ventilated 2bhk flat with good interiors for sale in salarpuria greenage,Bommanahalli,20500000,[2],1345,15241.64,South,1.57932280768499,3.0300874897809,7,8,9.2,8.2,0,5,0.14760147601476,44.5,48.5,46.5
"3 BHK Villa for Sale in TBC Grand La Vasa, Chandapura Anekal Road Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-2100-Sq-ft-Villa-FOR-Sale-Chandapura-Anekal-Road-in-Bangalore&id=4d423830383534343031,"RK Farm Gate, Chandapura- Anekal Rd, Byagadadhenahalli Village, Bengaluru, Karnataka 562166, Chandapura Anekal Road, Bangalore - South, Karnataka",₹1.80 Cr,"3, 4 BHK Villas",,"3 BHK Villa for Sale in TBC Grand La Vasa, Chandapura Anekal Road Bangalore South",Chandapura,18000000,"[3, 4]",2100,8571.43,South,3.97295669266375,7.28764732480469,10,9,9.2,8.2,0,18,0.627306273062731,64.6,61.4,63
"2 BHK Apartment for Sale in Ansal Forte, Hosur Road Bangalore South",https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Hosur-Road-in-Bangalore&id=4d423831313930383231,"Hosur Road Bangalore, Hosur Road, Bangalore - South, Karnataka",₹99 Lac,"2, 3 BHK Flats",,2 BHK flat in Ansal Forte Apartment on Hosur Road offers a comfortable practical and wellconnected living experience ideal for families as well as working professionals seeking pro...,Hosur Road,9900000,"[2, 3]",1100,9000,South,0.802580686069368,7.01409335596471,9,9,9.2,8.2,0,34,1.21771217712177,50.7,61.6,56.2
2 BHK  House for Sale in Doddakannelli Bangalore South,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Residential-House-FOR-Sale-Doddakannelli-in-Bangalore&id=4d423832323230333233,"Building no 55 near kaikondrahalli bus stop dodakannehalli hilltop layout near AET college carmel ram post Bangalore 560035, Doddakannelli, Bangalore - South, Karnataka",₹1.75 Cr,2 BHK,,Discover a comfortable and wellmaintained residential house in Doddakannelli Bangalore offering a practical layout and a serene living environment. This readytomove home is ideal f...,Doddakannelli,17500000,[2],1200,14583.33,East,1.11961828672881,3.45028328796334,7,8,7.5,9.5,0,10,0.33210332103321,39.9,54.4,47.2
"3 BHK Apartment for Sale in DS MAX Starline, Phase 2 Electronic City Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1414-Sq-ft-Multistorey-Apartment-FOR-Sale-Electronic-City-Phase-2-in-Bangalore&id=4d423830393138393733,"Phase 2 Electronic City, Bangalore, Electronic City Phase 2, Bangalore - South, Karnataka",₹90 Lac,3 BHK,,"Located in the popular residential address of electronic city phase 2, bangalore south, ds max starline is one of the most preferred destination for apartments in bangalore south. ...",Electronic City Phase 2,9000000,[3],1414,6364.92,South,1.79807875214,8.69605101098224,9,9,9.2,8.2,0,10,0.33210332103321,55.9,64.4,60.2
"3 BHK Apartment for Sale in Mantri Premero, Sarjapur Road Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1663-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-Road-in-Bangalore&id=4d423831393035323637,"ambalipura, Sarjapur Road, Bangalore - South, Karnataka",₹1.63 Cr,2 BHK Flats,,excellent location very near to main road,Ambalipura,16300000,[2],1663,9801.56,South,2.58750237778201,6.50246183891177,7,8,9.2,8.2,0,5,0.14760147601476,51.5,57.2,54.4
"3 BHK Apartment for Sale in Brigade Gardenia, J P Nagar Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1430-Sq-ft-Multistorey-Apartment-FOR-Sale-JP-Nagar-in-Bangalore&id=4d423832323330373033,"jp nagar 7 th phase RBI layout, JP Nagar, Bangalore - South, Karnataka",₹1.95 Cr,"1, 2 BHK Flats",,"brigade, Gardenia gated community with all facilities",JP Nagar,19500000,"[1, 2]",1430,13636.36,South,1.84880476824551,4.05472924048545,7,8,9.2,8.2,3,35,1.25461254612546,49.4,55.7,52.6
"3 BHK Apartment for Sale in Ajmera Green Acres, Kalena Agrahara Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1565-Sq-ft-Multistorey-Apartment-FOR-Sale-Kalena-Agrahara-in-Bangalore&id=4d423831383031323233,"Bannerghatta Main Road, Bangalore, Kalena Agrahara, Bangalore - South, Karnataka",₹1.50 Cr,"2, 3 BHK Flats",,"3 BHK Apartment for Sale in Ajmera Green Acres, Kalena Agrahara Bangalore South",Bannerghatta,15000000,"[2, 3]",1565,9584.66,South,2.27680552913576,6.64090796402877,9,9,9.2,8.2,0,63,2.28782287822878,55.5,62.2,58.8
"3 BHK Apartment for Sale in Riya Apartments, Phase 7 JP Nagar Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1718-Sq-ft-Multistorey-Apartment-FOR-Sale-JP-Nagar-Phase-7-in-Bangalore&id=4d423831383130383935,"riya apartment 24th main road Ramaiah garden, Phase 7 JP Nagar, Bangalore - South, Karnataka",₹1.75 Cr,3 BHK,,"3 bhk fully furnished apartment for sale in jp nagar, 7th phase Next to shobha tulipAddress1st floor, riya apartment, ramaiah garden, 24th main road, jp nagar 7th phase, next to sh...",JP Nagar,17500000,[3],1718,10186.26,South,2.7618730581447,6.25690985950878,9,9,9.2,8.2,0,35,1.25461254612546,56.8,59.7,58.2
"3 BHK Apartment for Sale in Springfield Apartments, Sarjapur Road Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-Road-in-Bangalore&id=4d423832303637333037,"604., Sarjapur Road, Bangalore - South, Karnataka",₹2.45 Cr,"2, 3, 4 BHK Flat",,well lit flat on 6th floor with lots of ventilation well maintained flat with OC and A,Sarjapur,24500000,"[2, 3, 4]",1600,15312.5,East,2.38776868936656,2.98485792580768,10,9,7.5,9.5,0,272,10,51.3,69.2,60.2
"3 BHK Apartment for Sale in Akme Harmony, Sarjapur Road Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1925-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-Road-in-Bangalore&id=4d423831333337313339,"Akme harmony, Bellandur, Sarjapur Road, Bangalore - South, Karnataka",₹2.50 Cr,"2, 3, 5 BHK Flat",,Amenities Facing mesmerizing view from Balcony with most direct sunlight inside the house makes this flat best for living,Bellandur,25000000,"[2, 3, 5]",1925,12987.01,East,3.41814089150973,4.46920591796228,10,9,7.5,9.5,0.5,53,1.91881918819188,56.9,61.3,59.1
2 BHK Apartment for Sale in Jyothi Nagar Bohra Layout Bangalore South,https://www.magicbricks.com/propertyDetails/2-BHK-1144-Sq-ft-Multistorey-Apartment-FOR-Sale-Jyothi-Nagar-Bohra-Layout-in-Bangalore&id=4d423831313937363939,"S v aashritha, gottigere village, uttarahalli hobli, bangalore., Jyothi Nagar Bohra Layout, Bangalore - South, Karnataka",₹55.6 Lac,2 BHK,,1. Subject property is residential apartment.2. Subject flat is located in fourth floor with 2BHK.3. Apartment is located in well developed area.4. Flat has car parking Balcony.,Uttarahalli,5560000,[2],1144,4860.14,South,0.942077230359521,9.65654414216509,7,8,9.2,8.2,2,24,0.848708487084871,50.9,68.1,59.5
"3 BHK Apartment for Sale in Astro Rosewood Regency, Sarjapura Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1943-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-in-Bangalore&id=4d423831343934313839,"Sarjapur Road, Bangalore, Sarjapur, Bangalore - South, Karnataka",₹2.50 Cr,3 BHK,,"3bhk flat for sale in Astro Rosewood, Sarjapur Road, Bangalore",Sarjapur,25000000,[3],1943,12866.7,East,3.47520765962843,4.54599915591906,9,9,7.5,9.5,0,272,10,54.2,73.1,63.6
"3 BHK Apartment for Sale in Avalon Park At The Prestige City, Sarjapura Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1536-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-in-Bangalore&id=4d423831363039343735,"ambalipura Sarjapur road dommasandra, Sarjapur, Bangalore - South, Karnataka",₹2 Cr,"3, 4 BHK Flats",,higher floor with best amenities,Dommasandra,20000000,"[3, 4]",1536,13020.83,East,2.18486462494452,4.44761879047746,10,9,7.5,9.5,1.5,16,0.553505535055351,53.6,60.2,56.9
"2 BHK Apartment for Sale in Electra Park Apartment, Kammasandra Electronic City Bangalore South",https://www.magicbricks.com/propertyDetails/2-BHK-1650-Sq-ft-Multistorey-Apartment-FOR-Sale-Kammasandra-in-Bangalore&id=4d423832333234313335,"Kammasandra Electronic City, Bangalore, Kammasandra, Bangalore - South, Karnataka",₹65 Lac,2 BHK,,"East facing home with balcony views, quality fittings and dedicated parking.",Electronic City,6500000,[2],1650,3939.39,South,2.54628748969628,10,7,8,9.2,8.2,2,50,1.80811808118081,56.8,70.4,63.6
"3 BHK Apartment for Sale in Prestige Notting Hill, Bannerghatta Main Road Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1808-Sq-ft-Multistorey-Apartment-FOR-Sale-Bannerghatta-Main-Road-in-Bangalore&id=4d423832333432343131,"Bannerghatta Road, Bangalore - South, Karnataka",₹2.19 Cr,"2, 3 BHK Flat",,located next to metro station near Meenakshi mall,Bannerghatta,21900000,"[2, 3]",1808,12112.83,South,3.04720689873819,5.02719039769846,9,9,9.2,8.2,3,63,2.28782287822878,59.6,61.2,60.4
"3 BHK Apartment for Sale in Nambiar District 25, Sarjapur Road Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-Road-in-Bangalore&id=4d423832333033333037,"Sarjapur Road, Bangalore - South, Karnataka",₹2.35 Cr,"2, 3, 4 BHK Flats",,very good location,Sarjapur,23500000,"[2, 3, 4]",1700,13823.53,East,2.704806290026,3.93525961744189,10,9,7.5,9.5,0,272,10,53.4,71.6,62.5
"2 BHK Apartment for Sale in MJR Clique Hydra, Phase 1 Electronics City Bangalore South",https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Sale-Electronics-City-Phase-1-in-Bangalore&id=4d423831333830363139,"electronic city phase I, Neo town road, hosur road Bangalore, Electronics City Phase 1, Bangalore - South, Karnataka",₹1.20 Cr,"1, 2 BHK Flat",,"well maintained flat with good interiors. Spacious rooms. Good society. Tenants are living, view possible based on availability of tenant.",Electronics City Phase 1,12000000,"[1, 2]",1150,10434.78,South,0.961099486399087,6.0982808552945,7,8,9.2,8.2,0,16,0.553505535055351,45.4,56.8,51.1
"3 BHK Apartment for Sale in Salarpuria Serenity, Hsr Layout Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1787-Sq-ft-Multistorey-Apartment-FOR-Sale-HSR-Layout-in-Bangalore&id=4d423832313932383233,"H S R Layout 7th Sector, 5th Main, Mangamampalaya Main Road., Bangalore-560102, HSR Layout, Bangalore - South, Karnataka",₹2.50 Cr,"2, 3 BHK Flat",,FLAT for SALESalarpuria Sattva Serenity BHK 3BHK 3 Baths 2 Balconies Price 2.50 Cr Floor 13th Floor Furnishing SemiFurnished Area 1787 Sqft Available From Immediate Khata AKhata...,HSR Layout,25000000,"[2, 3]",1787,13989.93,South,2.98062900259971,3.82904737576614,9,9,9.2,8.2,2,18,0.627306273062731,57.2,54.7,56
"3 BHK Apartment for Sale in Shanders Alta Vista, Electronic City Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Electronic-City-in-Bangalore&id=4d423830363030303935,"Electronic City, Bangalore, Electronic City, Bangalore - South, Karnataka",₹1.50 Cr,"2, 3 BHK Flats",,"A spacious 3BHK flat on the 1st floor is available for sale at Shanders Alta Vista, Electronic City Phase 1. The 1,800 sq. ft. apartment features 3 bedrooms, 3 bathrooms, and is cu...",Electronic City Phase 1,15000000,"[2, 3]",1800,8333.33,South,3.02184389068544,7.43962529801981,9,9,9.2,8.2,0,3,0.0738007380073801,58.9,60.9,59.9
"3 BHK Apartment for Sale in MDVR SV Shelters, Chandapura Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1088-Sq-ft-Multistorey-Apartment-FOR-Sale-Chandapura-in-Bangalore&id=4d423731343838373037,"Anir, chandapura, BLR-560099, Chandapura, Bangalore - South, Karnataka",₹77 Lac,3 BHK,,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,Chandapura,7700000,[3],1088,7077.21,South,0.764536173990235,8.24140006372734,9,9,9.2,8.2,0,18,0.627306273062731,51.8,63.7,57.8
"3 BHK Apartment for Sale in Sobha Silicon Oasis, Hosa Road, off Hosur Road Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1565-Sq-ft-Multistorey-Apartment-FOR-Sale-Hosa-Road-in-Bangalore&id=4d423832323434393335,"Sobha Silicon Oasis 14th floor, Hosa Road, Bangalore - South, Karnataka",₹2.13 Cr,"2, 3 BHK Flats",,"3 BHK Apartment for Sale in Sobha Silicon Oasis, Hosa Road, off Hosur Road Bangalore South",Hosa Road,21300000,"[2, 3]",1565,13610.22,South,2.27680552913576,4.07141426450831,9,9,9.2,8.2,0,24,0.848708487084871,52.9,53.7,53.3
"3 BHK Apartment for Sale in Bren Champions Square , Sarjapur Road Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1592-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-Road-in-Bangalore&id=4d423736373739333037,"Sarjapur, Chikkabellandur, Sarjapur Road, Bangalore - South, Karnataka",₹2.53 Cr,"1, 2, 3 BHK Flat",,"Bren Champion Square,3BHK available for Sale, its Fully Furnished and will be available from May 1st 2025",Sarjapur,25300000,"[1, 2, 3]",1592,15891.96,East,2.3624056813138,2.61499166642411,9,9,7.5,9.5,0,272,10,48.4,68.3,58.4
"3 BHK Apartment for Sale in Avalon Park At The Prestige City, Confident Rigel Althena Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1620-Sq-ft-Multistorey-Apartment-FOR-Sale-Confident-Rigel-Althena-in-Bangalore&id=4d423830323230373835,"Marathahalli - Sarjapur Rd, Ittangur, Bengaluru, Karnataka, India, Confident Rigel Althena, Bangalore - South, Karnataka",₹1.97 Cr,"3, 4 BHK Flats",,Prestige city avalon park is one of bangalore easts most sought after destination for apartments and this 3 bhk flat in sarjapur road is your opportunity to be a part of this commu...,Marathahalli,19700000,"[3, 4]",1620,12160.49,East,2.45117620949845,4.99676927126658,10,9,7.5,9.5,1.5,51,1.8450184501845,55.1,63.5,59.3
"2 BHK Apartment for Sale in SJR Parkway Homes, Sarjapura Bangalore South",https://www.magicbricks.com/propertyDetails/2-BHK-1253-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-in-Bangalore&id=4d423738343232333433,"Parkway Homes by SJR Primecorp, Rayasandra, Bengaluru, Karnataka, Sarjapur, Bangalore - South, Karnataka",₹1.10 Cr,"1, 2, 3 BHK Flats",,"2.5 Bhk very beautiful interiors done, available for Sale in SJR parkway Homes.",Rayasandra,11000000,"[1, 2, 3]",1253,8778.93,South,1.28764821507831,7.15520117007082,9,9,9.2,8.2,1.5,5,0.14760147601476,54.1,61.8,58
"3 BHK Apartment for Sale in Sobha Manhattan Towers Town Park, Hosur Road Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1498-Sq-ft-Multistorey-Apartment-FOR-Sale-Hosur-Road-in-Bangalore&id=4d423832313935353937,"Hosur Road, Hosur Road, Bangalore - South, Karnataka",₹1.98 Cr,"2, 3, 4 BHK Flats",,"3 BHK Apartment for Sale in Sobha Manhattan Towers Town Park, Hosur Road Bangalore South",Hosur Road,19800000,"[2, 3, 4]",1498,13217.62,South,2.06439033669393,4.32200877221202,10,9,9.2,8.2,1.5,34,1.21771217712177,56.4,56.3,56.4
"1 BHK Apartment for Sale in Prestige Smart City, Sarjapur Road Bangalore South",https://www.magicbricks.com/propertyDetails/1-BHK-643-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-Road-in-Bangalore&id=4d423736323035373139,"Sarjapur Road, Sarjapur Road, Bangalore - South, Karnataka",₹90 Lac,"1, 2, 3, 4 BHK Flat, Villas",,Discover this intelligently sized one-bedroom residence tucked into the vibrant suburb of Sarjapur Road—ideal for singles or couples seeking a well-located home in Bengaluru’s rapi...,Sarjapur,9000000,"[1, 2, 3, 4]",643,13996.89,East,0,3.82460484450375,10,9,7.5,9.5,0,272,10,43.8,71.3,57.6
3 BHK Villa for Sale in Neeladri Nagar Bangalore South,https://www.magicbricks.com/propertyDetails/3-BHK-2850-Sq-ft-Villa-FOR-Sale-Neeladri-nagar-in-Bangalore&id=4d423832323431333539,"Neeladri Nagar, Bangalore - South, Karnataka",₹2.50 Cr,3 BHK,,Villa is available for sale. It is a good location property. Please contact for more details.,Neeladri Nagar,25000000,[3],2850,8771.93,South,6.35073869760954,7.15966923312208,9,9,9.2,8.2,0,3,0.0738007380073801,70.3,60.2,65.2
"2 BHK Apartment for Sale in Prestige Ferns Residency, Haralur Main Road Bangalore South",https://www.magicbricks.com/propertyDetails/2-BHK-1174-Sq-ft-Multistorey-Apartment-FOR-Sale-Haralur-Main-Road-in-Bangalore&id=4d423832323236333035,"2A032 Prestige Ferns Residency Haralur road ambalipura, Haralur Main Road, Bangalore - South, Karnataka",₹2 Cr,"2, 3 BHK Flats",,"2 BHK Apartment for Sale in Prestige Ferns Residency, Haralur Main Road Bangalore South",Ambalipura,20000000,"[2, 3]",1174,17035.78,South,1.03718851055735,1.88489739795327,9,9,9.2,8.2,0,5,0.14760147601476,46.4,47.1,46.8
"3 BHK Apartment for Sale in Prestige Smart City, Sarjapur Road Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1629-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-Road-in-Bangalore&id=4d423736383436313731,"Sarjapur road, Sarjapur Road, Bangalore - South, Karnataka",₹1.95 Cr,"1, 2, 3, 4 BHK Flat, Villas",,The project is spread over an area of 6.8 acres.There are around 950 units on offer.Prestige City Avalon Park Sarjapur housing society has 7 towers with 29 floors.Prestige City Ava...,Sarjapur,19500000,"[1, 2, 3, 4]",1629,11970.53,East,2.4797095935578,5.11801973658343,10,9,7.5,9.5,1.5,272,10,55.3,76,65.6
2 BHK  House for Sale in Phase 9th JP Nagar Bangalore South,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Residential-House-FOR-Sale-JP-Nagar-9th-Phase-in-Bangalore&id=4d423832323431303939,"Phase 9th JP Nagar, Bangalore - South, Karnataka",₹1.70 Cr,2 BHK,,2 BHK  House for Sale in Phase 9th JP Nagar Bangalore South,JP Nagar,17000000,[2],850,20000,South,0.00998668442077223,0,7,8,9.2,8.2,0,35,1.25461254612546,35.9,42.6,39.2
2 BHK  House for Sale in Phase 9th JP Nagar Bangalore South,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Residential-House-FOR-Sale-JP-Nagar-9th-Phase-in-Bangalore&id=4d423832323430343039,"Phase 9th JP Nagar, Bangalore - South, Karnataka",₹1.07 Cr,2 BHK,,2 BHK  House for Sale in Phase 9th JP Nagar Bangalore South,JP Nagar,10700000,[2],850,12588.24,South,0.00998668442077223,4.72373870409831,7,8,9.2,8.2,0,35,1.25461254612546,40.7,54.4,47.6
"3 BHK Apartment for Sale in Mantri Elite, Bannerghatta Main Road Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1915-Sq-ft-Multistorey-Apartment-FOR-Sale-Bannerghatta-Main-Road-in-Bangalore&id=4d423630353939333531,"Mantri Elite, Opposite Brand Factory and Vega City Mall, Bannerghatta Main Road, Bangalore 560076, Bannerghatta Road, Bangalore - South, Karnataka",₹2.40 Cr,3 BHK Flats,,"Spacious luxury 3 BHK flat along with servant room, covered area 1915 sqft with modular kitchen and chimney, excellent interiors like wardrobes and electrical fittings, apartment c...",Bannerghatta,24000000,[3],1915,12532.64,South,3.38643713144379,4.75922789061977,9,9,9.2,8.2,2,63,2.28782287822878,59.5,59.5,59.5
"3 BHK Apartment for Sale in Bavisha ARS Lifestyle, Haralur Bangalore South",https://www.magicbricks.com/propertyDetails/3-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Sale-Haralur-in-Bangalore&id=4d423832333031383635,"1st floor near Kudlu Village and Sadguru Sainath International school Sai Meadows Parappana Agrahara banglore 560068, Haralur, Bangalore - South, Karnataka",₹1.80 Cr,"2, 3 BHK Flat",,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,Haralur,18000000,"[2, 3]",1050,17142.86,South,0.644061885739649,1.81654879916337,9,9,9.2,8.2,0,6,0.18450184501845,45,47,46
"3 BHK Apartment for Sale in Bellandur, Outer Ring Road Bangalore Central",https://www.magicbricks.com/propertyDetails/3-BHK-1720-Sq-ft-Multistorey-Apartment-FOR-Sale-Bellandur-in-Bangalore&id=4d423832313337303337,"Trendsquare Akino Panathur, Bellandur, Bellandur, Bangalore - Central, Karnataka",₹1.84 Cr,3 BHK,,"Own land, own constructionsEntire project is in no drive zoneHome automation100 vaastu complaintNo common wall sharing",Bellandur,18400000,[3],1720,10697.67,East,2.76821381015788,5.9304795559307,9,9,7.5,9.5,0,53,1.91881918819188,53.1,64.5,58.8
2 BHK Apartment for Sale in Kadubeesanahalli Bangalore Central,https://www.magicbricks.com/propertyDetails/2-BHK-1310-Sq-ft-Multistorey-Apartment-FOR-Sale-Kadubeesanahalli-in-Bangalore&id=4d423832313334303333,"SV Polaris, Panathur, Kadubeesanahalli, Kadubeesanahalli, Bangalore - Central, Karnataka",₹1.48 Cr,2 BHK,,SV POLARIS has come up with a smart method of construction know as the Aluminium Formwork System MIVAN. A formwork system is used for forming the cast in place to make concrete str...,Kadubeesanahalli,14800000,[2],1310,11297.71,East,1.46835964745419,5.54747719117642,7,8,7.5,9.5,0,12,0.40590405904059,43.2,59.7,51.4
2 BHK Apartment for Sale in Rajajinagar Bangalore Central,https://www.magicbricks.com/propertyDetails/2-BHK-1225-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajaji-Nagar-in-Bangalore&id=4d423830303938353233,"Rajajinagar., Rajaji Nagar, Bangalore - Central, Karnataka",₹1.50 Cr,2 BHK Flats,,located in prime location of bangalore with all connectivity,Rajajinagar,15000000,[2],1225,12244.9,West,1.19887768689367,4.94289081381556,7,8,6.8,7.4,0,15,0.516605166051661,40.2,51,45.6
2 BHK Apartment for Sale in Binny Pete Bangalore Central,https://www.magicbricks.com/propertyDetails/2-BHK-1455-Sq-ft-Multistorey-Apartment-FOR-Sale-Binny-Pete-in-Bangalore&id=4d423832333033363335,"No. 11, Hosakere Road Ward No. 121 Binnyfields Binnypet, Bengaluru, Karnataka, Binny Pete, Bangalore - Central, Karnataka",₹1.75 Cr,"2, 3, 4 BHK Flats",,The residential enclave Shapoorji Pallonji ParkWest is now offering the new uber-luxury Shapoorji Pallonji Parkwest Sequoia tower and features the very best in Shapoorji Pallonjis ...,Binny Pete,17500000,"[2, 3, 4]",1455,12027.49,West,1.92806416841037,5.08166246924058,10,9,6.8,7.4,3.5,5,0.14760147601476,53.9,55.8,54.8
2 BHK Apartment for Sale in Nagavara Bangalore Central,https://www.magicbricks.com/propertyDetails/2-BHK-1440-Sq-ft-Multistorey-Apartment-FOR-Sale-Nagavara-in-Bangalore&id=4d423830393930303237,"manyata tech park inside, Nagavara, Bangalore - Central, Karnataka",₹1.95 Cr,"2, 3 BHK Flat | 3 BHK Penthouse",,2 BHK Apartment for Sale in Nagavara Bangalore Central,Manyata Tech Park,19500000,"[2, 3, 3]",1440,13541.67,North,1.88050852831146,4.11516936767461,9,9,8,9.3,0,10,0.33210332103321,49.2,56.8,53
"3 BHK Apartment for Sale in Bellandur, Outer Ring Road Bangalore Central",https://www.magicbricks.com/propertyDetails/3-BHK-1390-Sq-ft-Multistorey-Apartment-FOR-Sale-Bellandur-in-Bangalore&id=4d423739373736313335,"Sarjapur Road, Bangalore, Bellandur, Bangalore - Central, Karnataka",₹1.73 Cr,"2, 3 BHK Flats",,Prime Location few units available investors share hurry,Bellandur,17300000,"[2, 3]",1390,12446.04,East,1.72198972798174,4.81450421351112,9,9,7.5,9.5,0,53,1.91881918819188,48.3,61.7,55
"3 BHK Apartment for Sale in Bellandur, Outer Ring Road Bangalore Central",https://www.magicbricks.com/propertyDetails/3-BHK-1305-Sq-ft-Multistorey-Apartment-FOR-Sale-Bellandur-in-Bangalore&id=4d423831363837333937,"Bellandur, Bangalore, Bellandur, Bangalore - Central, Karnataka",₹1.50 Cr,"2, 3 BHK Flats",,"Ready to move 3 BHK smart apartments near Bellandur Outer Ring Road, Motherhood Hospitals, and Manipal Hospitals, Sarjapur Road Bangalore East",Bellandur,15000000,"[2, 3]",1305,11494.25,East,1.45250776742122,5.42202674659138,9,9,7.5,9.5,3.5,53,1.91881918819188,51.5,66.7,59.1
"2 BHK Apartment for Sale in Bellandur, Outer Ring Road Bangalore Central",https://www.magicbricks.com/propertyDetails/2-BHK-1418-Sq-ft-Multistorey-Apartment-FOR-Sale-Bellandur-in-Bangalore&id=4d423832333633333733,"Bellandur, Bangalore, Bellandur, Bangalore - Central, Karnataka",₹2.10 Cr,"1, 2, 3 BHK Flat",,"Welcome to your ideal lifestyle This property offers an feature like clubhouse, swimming pool, and gymnasium, or landscaped park a visitor parking, a maintained service lift, and m...",Bellandur,21000000,"[1, 2, 3]",1418,14809.59,East,1.81076025616638,3.30586272425208,9,9,7.5,9.5,3.5,53,1.91881918819188,50.6,61.4,56
3 BHK Apartment for Sale in Kadubeesanahalli Bangalore Central,https://www.magicbricks.com/propertyDetails/3-BHK-1405-Sq-ft-Multistorey-Apartment-FOR-Sale-Kadubeesanahalli-in-Bangalore&id=4d423831333831353231,"Kadubbeesanahalli, Kadubeesanahalli, Bangalore - Central, Karnataka",₹2.40 Cr,3 BHK,,Its a 3BHK un furnished flat available in gated community with all society amenities. Its a East facing unit with 2 toilets and 2 balconies and has 1 car parking. The flat is avai...,Kadubeesanahalli,24000000,[3],1405,17081.85,East,1.76954536808065,1.85549116012874,9,9,7.5,9.5,4.5,12,0.40590405904059,50,56.5,53.2
